State,State Code,Year,Month,Month Code,Births
Idaho,16,2015,February,2,1708
Idaho,16,2015,March,3,1982
Idaho,16,2015,April,4,1903
Idaho,16,2015,May,5,1957
Idaho,16,2015,June,6,2002
Idaho,16,2015,July,7,2048
Idaho,16,2015,August,8,2049
Idaho,16,2015,September,9,1943
Idaho,16,2015,October,10,1897
Idaho,16,2015,November,11,1735
Idaho,16,2015,December,12,1835
Idaho,16,2016,January,1,1726
Idaho,16,2016,February,2,1706
Idaho,16,2016,March,3,1990
Idaho,16,2016,April,4,1841
Idaho,16,2016,May,5,1885
Idaho,16,2016,June,6,1944
Idaho,16,2016,July,7,1890
Idaho,16,2016,August,8,2016
Idaho,16,2016,September,9,2073
Idaho,16,2016,October,10,1893
Idaho,16,2016,November,11,1731
Idaho,16,2016,December,12,1787
Idaho,16,2017,January,1,1774
Idaho,16,2017,February,2,1692
Idaho,16,2017,March,3,1928
Idaho,16,2017,April,4,1751
Idaho,16,2017,May,5,1963
Idaho,16,2017,June,6,1976
Idaho,16,2017,July,7,1946
Idaho,16,2017,August,8,1977
Idaho,16,2017,September,9,1886
Idaho,16,2017,October,10,1902
Idaho,16,2017,November,11,1639
Idaho,16,2017,December,12,1747
Idaho,16,2018,January,1,1713
Idaho,16,2018,February,2,1555
Idaho,16,2018,March,3,1813
Idaho,16,2018,April,4,1759
Idaho,16,2018,May,5,1940
Idaho,16,2018,June,6,1767
Idaho,16,2018,July,7,1885
Idaho,16,2018,August,8,1905
Idaho,16,2018,September,9,1845
Idaho,16,2018,October,10,1815
Idaho,16,2018,November,11,1678
Idaho,16,2018,December,12,1728
Idaho,16,2019,January,1,1705
Idaho,16,2019,February,2,1662
Idaho,16,2019,March,3,1849
Idaho,16,2019,April,4,1808
Idaho,16,2019,May,5,1908
Idaho,16,2019,June,6,1964
Idaho,16,2019,July,7,2065
Idaho,16,2019,August,8,2018
Idaho,16,2019,September,9,1817
Idaho,16,2019,October,10,1785
Idaho,16,2019,November,11,1754
Idaho,16,2019,December,12,1728
Idaho,16,2020,January,1,1698
Idaho,16,2020,February,2,1615
Idaho,16,2020,March,3,1864
Idaho,16,2020,April,4,1790
Idaho,16,2020,May,5,1861
Idaho,16,2020,June,6,1817
Idaho,16,2020,July,7,1963
Idaho,16,2020,August,8,1924
Idaho,16,2020,September,9,1923
Idaho,16,2020,October,10,1756
Idaho,16,2020,November,11,1632
Idaho,16,2020,December,12,1690
Illinois,17,2010,January,1,13159
Illinois,17,2010,February,2,12536
Illinois,17,2010,March,3,14162
Illinois,17,2010,April,4,13712
Illinois,17,2010,May,5,13913
Illinois,17,2010,June,6,14231
Illinois,17,2010,July,7,14589
Illinois,17,2010,August,8,14313
Illinois,17,2010,September,9,14231
Illinois,17,2010,October,10,13645
Illinois,17,2010,November,11,13058
Illinois,17,2010,December,12,13651
Illinois,17,2011,January,1,12992
Illinois,17,2011,February,2,12076
Illinois,17,2011,March,3,13491
Illinois,17,2011,April,4,12773
Illinois,17,2011,May,5,13584
Illinois,17,2011,June,6,14018
Illinois,17,2011,July,7,14752
Illinois,17,2011,August,8,14771
Illinois,17,2011,September,9,13888
Illinois,17,2011,October,10,13217
Illinois,17,2011,November,11,12673
Illinois,17,2011,December,12,13077
Illinois,17,2012,January,1,12810
Illinois,17,2012,February,2,12196
Illinois,17,2012,March,3,13173
Illinois,17,2012,April,4,12444
Illinois,17,2012,May,5,13504
Illinois,17,2012,June,6,13652
Illinois,17,2012,July,7,14396
Illinois,17,2012,August,8,14476
Illinois,17,2012,September,9,13496
Illinois,17,2012,October,10,13737
Illinois,17,2012,November,11,12724
Illinois,17,2012,December,12,12552
Illinois,17,2013,January,1,12557
Illinois,17,2013,February,2,11533
Illinois,17,2013,March,3,12957
Illinois,17,2013,April,4,12455
Illinois,17,2013,May,5,13547
Illinois,17,2013,June,6,13081
Illinois,17,2013,July,7,14318
Illinois,17,2013,August,8,14048
Illinois,17,2013,September,9,13409
Illinois,17,2013,October,10,13237
Illinois,17,2013,November,11,12575
Illinois,17,2013,December,12,13214
Illinois,17,2014,January,1,12772
Illinois,17,2014,February,2,11707
Illinois,17,2014,March,3,12755
Illinois,17,2014,April,4,12902
Illinois,17,2014,May,5,13475
Illinois,17,2014,June,6,13098
Illinois,17,2014,July,7,14382
Illinois,17,2014,August,8,14311
Illinois,17,2014,September,9,13757
Illinois,17,2014,October,10,13505
Illinois,17,2014,November,11,12613
Illinois,17,2014,December,12,13279
Illinois,17,2015,January,1,12728
Illinois,17,2015,February,2,11940
Illinois,17,2015,March,3,13079
Illinois,17,2015,April,4,13175
Illinois,17,2015,May,5,13069
Illinois,17,2015,June,6,13421
Illinois,17,2015,July,7,14371
Illinois,17,2015,August,8,14103
Illinois,17,2015,September,9,13526
Illinois,17,2015,October,10,13245
Illinois,17,2015,November,11,12406
Illinois,17,2015,December,12,13053
Illinois,17,2016,January,1,12245
Illinois,17,2016,February,2,11920
Illinois,17,2016,March,3,12834
Illinois,17,2016,April,4,12627
Illinois,17,2016,May,5,13190
Illinois,17,2016,June,6,13230
Illinois,17,2016,July,7,13953
Illinois,17,2016,August,8,14068
Illinois,17,2016,September,9,13234
Illinois,17,2016,October,10,12675
Illinois,17,2016,November,11,12085
Illinois,17,2016,December,12,12384
Illinois,17,2017,January,1,12009
Illinois,17,2017,February,2,11190
Illinois,17,2017,March,3,12359
Illinois,17,2017,April,4,11878
Illinois,17,2017,May,5,12854
Illinois,17,2017,June,6,12677
Illinois,17,2017,July,7,13171
Illinois,17,2017,August,8,13663
Illinois,17,2017,September,9,12851
Illinois,17,2017,October,10,12747
Illinois,17,2017,November,11,12015
Illinois,17,2017,December,12,11976
Illinois,17,2018,January,1,11859
Illinois,17,2018,February,2,10948
Illinois,17,2018,March,3,12342
Illinois,17,2018,April,4,11706
Illinois,17,2018,May,5,12532
Illinois,17,2018,June,6,12226
Illinois,17,2018,July,7,12760
Illinois,17,2018,August,8,13129
Illinois,17,2018,September,9,12141
Illinois,17,2018,October,10,12299
Illinois,17,2018,November,11,11462
Illinois,17,2018,December,12,11411
Illinois,17,2019,January,1,11266
Illinois,17,2019,February,2,10571
Illinois,17,2019,March,3,11428
Illinois,17,2019,April,4,11375
Illinois,17,2019,May,5,12080
Illinois,17,2019,June,6,11633
Illinois,17,2019,July,7,12928
Illinois,17,2019,August,8,13015
Illinois,17,2019,September,9,11761
Illinois,17,2019,October,10,11923
Illinois,17,2019,November,11,10920
Illinois,17,2019,December,12,11228
Illinois,17,2020,January,1,11121
Illinois,17,2020,February,2,10434
Illinois,17,2020,March,3,11117
Illinois,17,2020,April,4,10787
Illinois,17,2020,May,5,11455
Illinois,17,2020,June,6,11199
Illinois,17,2020,July,7,11965
Illinois,17,2020,August,8,12048
Illinois,17,2020,September,9,11356
Illinois,17,2020,October,10,11021
Illinois,17,2020,November,11,10327
Illinois,17,2020,December,12,10468
Indiana,18,2010,January,1,6756
Indiana,18,2010,February,2,6435
Indiana,18,2010,March,3,7114
Indiana,18,2010,April,4,6959
Indiana,18,2010,May,5,6998
Indiana,18,2010,June,6,7025
Indiana,18,2010,July,7,7152
Indiana,18,2010,August,8,7232
Indiana,18,2010,September,9,7369
Indiana,18,2010,October,10,7042
Indiana,18,2010,November,11,6714
Indiana,18,2010,December,12,7144
Indiana,18,2011,January,1,6622
Indiana,18,2011,February,2,6473
Indiana,18,2011,March,3,6963
Indiana,18,2011,April,4,6526
Indiana,18,2011,May,5,6892
Indiana,18,2011,June,6,7351
Indiana,18,2011,July,7,7353
Indiana,18,2011,August,8,7574
Indiana,18,2011,September,9,7368
Indiana,18,2011,October,10,6830
Indiana,18,2011,November,11,6784
Indiana,18,2011,December,12,6965
Indiana,18,2012,January,1,6529
Indiana,18,2012,February,2,6347
Indiana,18,2012,March,3,6923
Indiana,18,2012,April,4,6370
Indiana,18,2012,May,5,6973
Indiana,18,2012,June,6,7068
Indiana,18,2012,July,7,7517
Indiana,18,2012,August,8,7560
Indiana,18,2012,September,9,7018
Indiana,18,2012,October,10,7261
Indiana,18,2012,November,11,6776
Indiana,18,2012,December,12,6885
Indiana,18,2013,January,1,6726
Indiana,18,2013,February,2,6202
Indiana,18,2013,March,3,6743
Indiana,18,2013,April,4,6561
Indiana,18,2013,May,5,7202
Indiana,18,2013,June,6,6952
Indiana,18,2013,July,7,7449
Indiana,18,2013,August,8,7458
Indiana,18,2013,September,9,7011
Indiana,18,2013,October,10,7236
Indiana,18,2013,November,11,6677
Indiana,18,2013,December,12,6885
Indiana,18,2014,January,1,6960
Indiana,18,2014,February,2,6242
Indiana,18,2014,March,3,6849
Indiana,18,2014,April,4,6764
Indiana,18,2014,May,5,7137
Indiana,18,2014,June,6,6887
Indiana,18,2014,July,7,7451
Indiana,18,2014,August,8,7477
Indiana,18,2014,September,9,7347
Indiana,18,2014,October,10,7107
Indiana,18,2014,November,11,6638
Indiana,18,2014,December,12,7221
Indiana,18,2015,January,1,6849
Indiana,18,2015,February,2,6340
Indiana,18,2015,March,3,7026
Indiana,18,2015,April,4,6811
Indiana,18,2015,May,5,6996
Indiana,18,2015,June,6,6941
Indiana,18,2015,July,7,7532
Indiana,18,2015,August,8,7365
Indiana,18,2015,September,9,7351
Indiana,18,2015,October,10,7046
Indiana,18,2015,November,11,6654
Indiana,18,2015,December,12,7129
Indiana,18,2016,January,1,6504
Indiana,18,2016,February,2,6409
Indiana,18,2016,March,3,6921
Indiana,18,2016,April,4,6624
Indiana,18,2016,May,5,6887
Indiana,18,2016,June,6,7132
Indiana,18,2016,July,7,7250
Indiana,18,2016,August,8,7562
Indiana,18,2016,September,9,7204
Indiana,18,2016,October,10,6937
Indiana,18,2016,November,11,6752
Indiana,18,2016,December,12,6909
Indiana,18,2017,January,1,6605
Indiana,18,2017,February,2,6099
Indiana,18,2017,March,3,6902
Indiana,18,2017,April,4,6471
Indiana,18,2017,May,5,6684
Indiana,18,2017,June,6,6864
Indiana,18,2017,July,7,7305
Indiana,18,2017,August,8,7494
Indiana,18,2017,September,9,7264
Indiana,18,2017,October,10,7003
Indiana,18,2017,November,11,6797
Indiana,18,2017,December,12,6682
Indiana,18,2018,January,1,6643
Indiana,18,2018,February,2,6217
Indiana,18,2018,March,3,7008
Indiana,18,2018,April,4,6456
Indiana,18,2018,May,5,6920
Indiana,18,2018,June,6,6771
Indiana,18,2018,July,7,7040
Indiana,18,2018,August,8,7424
Indiana,18,2018,September,9,7085
Indiana,18,2018,October,10,6889
Indiana,18,2018,November,11,6509
Indiana,18,2018,December,12,6684
Indiana,18,2019,January,1,6581
Indiana,18,2019,February,2,6115
Indiana,18,2019,March,3,6487
Indiana,18,2019,April,4,6519
Indiana,18,2019,May,5,6730
Indiana,18,2019,June,6,6560
Indiana,18,2019,July,7,7209
Indiana,18,2019,August,8,7486
Indiana,18,2019,September,9,7121
Indiana,18,2019,October,10,7003
Indiana,18,2019,November,11,6415
Indiana,18,2019,December,12,6633
Indiana,18,2020,January,1,6608
Indiana,18,2020,February,2,6264
Indiana,18,2020,March,3,6556
Indiana,18,2020,April,4,6273
Indiana,18,2020,May,5,6683
Indiana,18,2020,June,6,6480
Indiana,18,2020,July,7,7195
Indiana,18,2020,August,8,6958
Indiana,18,2020,September,9,6804
Indiana,18,2020,October,10,6556
Indiana,18,2020,November,11,6059
Indiana,18,2020,December,12,6180
Iowa,19,2010,January,1,3036
Iowa,19,2010,February,2,2958
Iowa,19,2010,March,3,3390
Iowa,19,2010,April,4,3254
Iowa,19,2010,May,5,3320
Iowa,19,2010,June,6,3411
Iowa,19,2010,July,7,3356
Iowa,19,2010,August,8,3303
Iowa,19,2010,September,9,3359
Iowa,19,2010,October,10,3191
Iowa,19,2010,November,11,3100
Iowa,19,2010,December,12,3041
Iowa,19,2011,January,1,3033
Iowa,19,2011,February,2,2885
Iowa,19,2011,March,3,3196
Iowa,19,2011,April,4,3007
Iowa,19,2011,May,5,3130
Iowa,19,2011,June,6,3285
Iowa,19,2011,July,7,3507
Iowa,19,2011,August,8,3495
Iowa,19,2011,September,9,3381
Iowa,19,2011,October,10,3096
Iowa,19,2011,November,11,3073
Iowa,19,2011,December,12,3126
Iowa,19,2012,January,1,2947
Iowa,19,2012,February,2,2908
Iowa,19,2012,March,3,3227
Iowa,19,2012,April,4,2983
Iowa,19,2012,May,5,3366
Iowa,19,2012,June,6,3373
Iowa,19,2012,July,7,3432
Iowa,19,2012,August,8,3499
Iowa,19,2012,September,9,3328
Iowa,19,2012,October,10,3360
Iowa,19,2012,November,11,3058
Iowa,19,2012,December,12,3221
Iowa,19,2013,January,1,3117
Iowa,19,2013,February,2,2873
Iowa,19,2013,March,3,3207
Iowa,19,2013,April,4,3186
Iowa,19,2013,May,5,3333
Iowa,19,2013,June,6,3227
Iowa,19,2013,July,7,3515
Iowa,19,2013,August,8,3525
Iowa,19,2013,September,9,3315
Iowa,19,2013,October,10,3470
Iowa,19,2013,November,11,3041
Iowa,19,2013,December,12,3285
Iowa,19,2014,January,1,3275
Iowa,19,2014,February,2,2874
Iowa,19,2014,March,3,3222
Iowa,19,2014,April,4,3279
Iowa,19,2014,May,5,3374
Iowa,19,2014,June,6,3314
Iowa,19,2014,July,7,3607
Iowa,19,2014,August,8,3619
Iowa,19,2014,September,9,3357
Iowa,19,2014,October,10,3356
Iowa,19,2014,November,11,3111
Iowa,19,2014,December,12,3299
Iowa,19,2015,January,1,3215
Iowa,19,2015,February,2,2830
Iowa,19,2015,March,3,3326
Iowa,19,2015,April,4,3296
Iowa,19,2015,May,5,3312
Iowa,19,2015,June,6,3392
Iowa,19,2015,July,7,3542
Iowa,19,2015,August,8,3473
Iowa,19,2015,September,9,3360
Iowa,19,2015,October,10,3442
Iowa,19,2015,November,11,3062
Iowa,19,2015,December,12,3232
Iowa,19,2016,January,1,3088
Iowa,19,2016,February,2,2957
Iowa,19,2016,March,3,3343
Iowa,19,2016,April,4,3250
Iowa,19,2016,May,5,3375
Iowa,19,2016,June,6,3330
Iowa,19,2016,July,7,3405
Iowa,19,2016,August,8,3544
Iowa,19,2016,September,9,3442
Iowa,19,2016,October,10,3236
Iowa,19,2016,November,11,3197
Iowa,19,2016,December,12,3236
Iowa,19,2017,January,1,3055
Iowa,19,2017,February,2,2909
Iowa,19,2017,March,3,3237
Iowa,19,2017,April,4,3058
Iowa,19,2017,May,5,3270
Iowa,19,2017,June,6,3239
Iowa,19,2017,July,7,3391
Iowa,19,2017,August,8,3593
Iowa,19,2017,September,9,3342
Iowa,19,2017,October,10,3142
Iowa,19,2017,November,11,3082
Iowa,19,2017,December,12,3112
Iowa,19,2018,January,1,3122
Iowa,19,2018,February,2,2851
Iowa,19,2018,March,3,3156
Iowa,19,2018,April,4,3087
Iowa,19,2018,May,5,3340
Iowa,19,2018,June,6,3123
Iowa,19,2018,July,7,3294
Iowa,19,2018,August,8,3387
Iowa,19,2018,September,9,3115
Iowa,19,2018,October,10,3270
Iowa,19,2018,November,11,3052
Iowa,19,2018,December,12,2988
Iowa,19,2019,January,1,3063
Iowa,19,2019,February,2,2865
Iowa,19,2019,March,3,3067
Iowa,19,2019,April,4,3111
Iowa,19,2019,May,5,3272
Iowa,19,2019,June,6,3140
Iowa,19,2019,July,7,3443
Iowa,19,2019,August,8,3400
Iowa,19,2019,September,9,3230
Iowa,19,2019,October,10,3202
Iowa,19,2019,November,11,2912
Iowa,19,2019,December,12,2944
Iowa,19,2020,January,1,3035
Iowa,19,2020,February,2,2844
Iowa,19,2020,March,3,3029
Iowa,19,2020,April,4,2871
Iowa,19,2020,May,5,3216
Iowa,19,2020,June,6,3030
Iowa,19,2020,July,7,3153
Iowa,19,2020,August,8,3190
Iowa,19,2020,September,9,3095
Iowa,19,2020,October,10,2988
Iowa,19,2020,November,11,2764
Iowa,19,2020,December,12,2899
Kansas,20,2010,January,1,3230
Kansas,20,2010,February,2,3060
Kansas,20,2010,March,3,3597
Kansas,20,2010,April,4,3325
Kansas,20,2010,May,5,3336
Kansas,20,2010,June,6,3351
Kansas,20,2010,July,7,3661
Kansas,20,2010,August,8,3563
Kansas,20,2010,September,9,3541
Kansas,20,2010,October,10,3273
Kansas,20,2010,November,11,3259
Kansas,20,2010,December,12,3453
Kansas,20,2011,January,1,3105
Kansas,20,2011,February,2,3012
Kansas,20,2011,March,3,3421
Kansas,20,2011,April,4,3173
Kansas,20,2011,May,5,3238
Kansas,20,2011,June,6,3436
Kansas,20,2011,July,7,3447
Kansas,20,2011,August,8,3501
Kansas,20,2011,September,9,3403
Kansas,20,2011,October,10,3323
Kansas,20,2011,November,11,3324
Kansas,20,2011,December,12,3259
Kansas,20,2012,January,1,3238
Kansas,20,2012,February,2,3112
Kansas,20,2012,March,3,3216
Kansas,20,2012,April,4,3119
Kansas,20,2012,May,5,3397
Kansas,20,2012,June,6,3252
Kansas,20,2012,July,7,3488
Kansas,20,2012,August,8,3803
Kansas,20,2012,September,9,3478
Kansas,20,2012,October,10,3601
Kansas,20,2012,November,11,3361
Kansas,20,2012,December,12,3276
Kansas,20,2013,January,1,3202
Kansas,20,2013,February,2,2859
Kansas,20,2013,March,3,3179
Kansas,20,2013,April,4,3035
Kansas,20,2013,May,5,3264
Kansas,20,2013,June,6,3176
Kansas,20,2013,July,7,3430
Kansas,20,2013,August,8,3410
Kansas,20,2013,September,9,3389
Kansas,20,2013,October,10,3400
Kansas,20,2013,November,11,3203
Kansas,20,2013,December,12,3292
Kansas,20,2014,January,1,3223
Kansas,20,2014,February,2,2992
Kansas,20,2014,March,3,3238
Kansas,20,2014,April,4,3259
Kansas,20,2014,May,5,3306
Kansas,20,2014,June,6,3163
Kansas,20,2014,July,7,3530
Kansas,20,2014,August,8,3435
Kansas,20,2014,September,9,3444
Kansas,20,2014,October,10,3263
Kansas,20,2014,November,11,3105
Kansas,20,2014,December,12,3265
Kansas,20,2015,January,1,3139
Kansas,20,2015,February,2,2987
Kansas,20,2015,March,3,3177
Kansas,20,2015,April,4,3224
Kansas,20,2015,May,5,3085
Kansas,20,2015,June,6,3353
Kansas,20,2015,July,7,3497
Kansas,20,2015,August,8,3394
Kansas,20,2015,September,9,3510
Kansas,20,2015,October,10,3332
Kansas,20,2015,November,11,3108
Kansas,20,2015,December,12,3348
Kansas,20,2016,January,1,3076
Kansas,20,2016,February,2,2888
Kansas,20,2016,March,3,3248
Kansas,20,2016,April,4,2985
Kansas,20,2016,May,5,3079
Kansas,20,2016,June,6,3320
Kansas,20,2016,July,7,3400
Kansas,20,2016,August,8,3365
Kansas,20,2016,September,9,3296
Kansas,20,2016,October,10,3156
Kansas,20,2016,November,11,3145
Kansas,20,2016,December,12,3095
Kansas,20,2017,January,1,2944
Kansas,20,2017,February,2,2664
Kansas,20,2017,March,3,3103
Kansas,20,2017,April,4,2850
Kansas,20,2017,May,5,3134
Kansas,20,2017,June,6,3074
Kansas,20,2017,July,7,3200
Kansas,20,2017,August,8,3463
Kansas,20,2017,September,9,3155
Kansas,20,2017,October,10,3060
Kansas,20,2017,November,11,2950
Kansas,20,2017,December,12,2922
Kansas,20,2018,January,1,2942
Kansas,20,2018,February,2,2779
Kansas,20,2018,March,3,2999
Kansas,20,2018,April,4,2867
Kansas,20,2018,May,5,3061
Kansas,20,2018,June,6,3068
Kansas,20,2018,July,7,3023
Kansas,20,2018,August,8,3378
Kansas,20,2018,September,9,3098
Kansas,20,2018,October,10,3134
Kansas,20,2018,November,11,2923
Kansas,20,2018,December,12,2989
Kansas,20,2019,January,1,2980
Kansas,20,2019,February,2,2595
Kansas,20,2019,March,3,2856
Kansas,20,2019,April,4,2877
Kansas,20,2019,May,5,2974
Kansas,20,2019,June,6,2848
Kansas,20,2019,July,7,3236
Kansas,20,2019,August,8,3231
Kansas,20,2019,September,9,3108
Kansas,20,2019,October,10,3052
Kansas,20,2019,November,11,2706
Kansas,20,2019,December,12,2932
Kansas,20,2020,January,1,2780
Kansas,20,2020,February,2,2671
Kansas,20,2020,March,3,2962
Kansas,20,2020,April,4,2790
Kansas,20,2020,May,5,2878
Kansas,20,2020,June,6,2845
Kansas,20,2020,July,7,3032
Kansas,20,2020,August,8,3040
Kansas,20,2020,September,9,2984
Kansas,20,2020,October,10,2834
Kansas,20,2020,November,11,2731
Kansas,20,2020,December,12,2829
Kentucky,21,2010,January,1,4537
Kentucky,21,2010,February,2,4312
Kentucky,21,2010,March,3,4722
Kentucky,21,2010,April,4,4562
Kentucky,21,2010,May,5,4454
Kentucky,21,2010,June,6,4683
Kentucky,21,2010,July,7,4780
Kentucky,21,2010,August,8,4846
Kentucky,21,2010,September,9,4883
Kentucky,21,2010,October,10,4668
Kentucky,21,2010,November,11,4576
Kentucky,21,2010,December,12,4761
Kentucky,21,2011,January,1,4526
Kentucky,21,2011,February,2,4175
Kentucky,21,2011,March,3,4584
Kentucky,21,2011,April,4,4201
Kentucky,21,2011,May,5,4575
Kentucky,21,2011,June,6,4777
Kentucky,21,2011,July,7,4933
Kentucky,21,2011,August,8,5197
Kentucky,21,2011,September,9,4855
Kentucky,21,2011,October,10,4409
Kentucky,21,2011,November,11,4475
Kentucky,21,2011,December,12,4663
Kentucky,21,2012,January,1,4493
Kentucky,21,2012,February,2,4182
Kentucky,21,2012,March,3,4557
Kentucky,21,2012,April,4,4366
Kentucky,21,2012,May,5,4559
Kentucky,21,2012,June,6,4640
Kentucky,21,2012,July,7,5008
Kentucky,21,2012,August,8,5247
Kentucky,21,2012,September,9,4860
Kentucky,21,2012,October,10,4881
Kentucky,21,2012,November,11,4511
Kentucky,21,2012,December,12,4454
Kentucky,21,2013,January,1,4624
Kentucky,21,2013,February,2,4236
Kentucky,21,2013,March,3,4669
Kentucky,21,2013,April,4,4337
Kentucky,21,2013,May,5,4748
Kentucky,21,2013,June,6,4510
Kentucky,21,2013,July,7,5062
Kentucky,21,2013,August,8,5005
Kentucky,21,2013,September,9,4812
Kentucky,21,2013,October,10,4787
Kentucky,21,2013,November,11,4349
Kentucky,21,2013,December,12,4547
Kentucky,21,2014,January,1,4685
Kentucky,21,2014,February,2,4115
Kentucky,21,2014,March,3,4603
Kentucky,21,2014,April,4,4545
Kentucky,21,2014,May,5,4765
Kentucky,21,2014,June,6,4510
Kentucky,21,2014,July,7,5138
Kentucky,21,2014,August,8,4981
Kentucky,21,2014,September,9,4934
Kentucky,21,2014,October,10,4715
Kentucky,21,2014,November,11,4378
Kentucky,21,2014,December,12,4801
Kentucky,21,2015,January,1,4571
Kentucky,21,2015,February,2,4120
Kentucky,21,2015,March,3,4608
Kentucky,21,2015,April,4,4506
Kentucky,21,2015,May,5,4629
Kentucky,21,2015,June,6,4589
Kentucky,21,2015,July,7,5063
Kentucky,21,2015,August,8,4984
Kentucky,21,2015,September,9,4979
Kentucky,21,2015,October,10,4726
Kentucky,21,2015,November,11,4423
Kentucky,21,2015,December,12,4773
Kentucky,21,2016,January,1,4382
Kentucky,21,2016,February,2,4324
Kentucky,21,2016,March,3,4597
Kentucky,21,2016,April,4,4441
Kentucky,21,2016,May,5,4602
Kentucky,21,2016,June,6,4667
Kentucky,21,2016,July,7,4827
Kentucky,21,2016,August,8,5063
Kentucky,21,2016,September,9,4840
Kentucky,21,2016,October,10,4696
Kentucky,21,2016,November,11,4552
Kentucky,21,2016,December,12,4458
Kentucky,21,2017,January,1,4317
Kentucky,21,2017,February,2,4039
Kentucky,21,2017,March,3,4550
Kentucky,21,2017,April,4,4200
Kentucky,21,2017,May,5,4592
Kentucky,21,2017,June,6,4509
Kentucky,21,2017,July,7,4807
Kentucky,21,2017,August,8,5095
Kentucky,21,2017,September,9,4946
Kentucky,21,2017,October,10,4729
Kentucky,21,2017,November,11,4469
Kentucky,21,2017,December,12,4499
Kentucky,21,2018,January,1,4505
Kentucky,21,2018,February,2,4024
Kentucky,21,2018,March,3,4545
Kentucky,21,2018,April,4,4160
Kentucky,21,2018,May,5,4540
Kentucky,21,2018,June,6,4386
Kentucky,21,2018,July,7,4815
Kentucky,21,2018,August,8,4958
Kentucky,21,2018,September,9,4526
Kentucky,21,2018,October,10,4606
Kentucky,21,2018,November,11,4369
Kentucky,21,2018,December,12,4488
Kentucky,21,2019,January,1,4415
Kentucky,21,2019,February,2,3946
Kentucky,21,2019,March,3,4318
Kentucky,21,2019,April,4,4188
Kentucky,21,2019,May,5,4451
Kentucky,21,2019,June,6,4202
Kentucky,21,2019,July,7,4865
Kentucky,21,2019,August,8,4947
Kentucky,21,2019,September,9,4728
Kentucky,21,2019,October,10,4603
Kentucky,21,2019,November,11,4151
Kentucky,21,2019,December,12,4255
Kentucky,21,2020,January,1,4309
Kentucky,21,2020,February,2,4067
Kentucky,21,2020,March,3,4245
Kentucky,21,2020,April,4,4092
Kentucky,21,2020,May,5,4181
Kentucky,21,2020,June,6,4333
Kentucky,21,2020,July,7,4659
Kentucky,21,2020,August,8,4544
Kentucky,21,2020,September,9,4499
Kentucky,21,2020,October,10,4409
Kentucky,21,2020,November,11,4061
Kentucky,21,2020,December,12,4269
Louisiana,22,2010,January,1,5046
Louisiana,22,2010,February,2,4655
Louisiana,22,2010,March,3,5193
Louisiana,22,2010,April,4,4711
Louisiana,22,2010,May,5,4745
Louisiana,22,2010,June,6,5120
Louisiana,22,2010,July,7,5358
Louisiana,22,2010,August,8,5540
Louisiana,22,2010,September,9,5706
Louisiana,22,2010,October,10,5352
Louisiana,22,2010,November,11,5303
Louisiana,22,2010,December,12,5650
Louisiana,22,2011,January,1,5030
Louisiana,22,2011,February,2,4726
Louisiana,22,2011,March,3,5044
Louisiana,22,2011,April,4,4641
Louisiana,22,2011,May,5,4878
Louisiana,22,2011,June,6,5058
Louisiana,22,2011,July,7,5381
Louisiana,22,2011,August,8,5774
Louisiana,22,2011,September,9,5517
Louisiana,22,2011,October,10,5291
Louisiana,22,2011,November,11,5271
Louisiana,22,2011,December,12,5277
Louisiana,22,2012,January,1,5128
Louisiana,22,2012,February,2,4970
Louisiana,22,2012,March,3,5034
Louisiana,22,2012,April,4,4634
Louisiana,22,2012,May,5,4993
Louisiana,22,2012,June,6,5002
Louisiana,22,2012,July,7,5596
Louisiana,22,2012,August,8,5719
Louisiana,22,2012,September,9,5505
Louisiana,22,2012,October,10,5572
Louisiana,22,2012,November,11,5172
Louisiana,22,2012,December,12,5317
Louisiana,22,2013,January,1,5326
Louisiana,22,2013,February,2,4615
Louisiana,22,2013,March,3,4885
Louisiana,22,2013,April,4,4826
Louisiana,22,2013,May,5,5074
Louisiana,22,2013,June,6,4903
Louisiana,22,2013,July,7,5620
Louisiana,22,2013,August,8,5653
Louisiana,22,2013,September,9,5604
Louisiana,22,2013,October,10,5583
Louisiana,22,2013,November,11,5240
Louisiana,22,2013,December,12,5872
Louisiana,22,2014,January,1,5459
Louisiana,22,2014,February,2,4883
Louisiana,22,2014,March,3,5130
Louisiana,22,2014,April,4,5054
Louisiana,22,2014,May,5,5086
Louisiana,22,2014,June,6,5022
Louisiana,22,2014,July,7,5609
Louisiana,22,2014,August,8,5548
Louisiana,22,2014,September,9,5743
Louisiana,22,2014,October,10,5722
Louisiana,22,2014,November,11,5277
Louisiana,22,2014,December,12,5964
Louisiana,22,2015,January,1,5389
Louisiana,22,2015,February,2,4818
Louisiana,22,2015,March,3,5211
Louisiana,22,2015,April,4,4960
Louisiana,22,2015,May,5,5018
Louisiana,22,2015,June,6,5133
Louisiana,22,2015,July,7,5727
Louisiana,22,2015,August,8,5853
Louisiana,22,2015,September,9,5881
Louisiana,22,2015,October,10,5751
Louisiana,22,2015,November,11,5344
Louisiana,22,2015,December,12,5607
Louisiana,22,2016,January,1,5264
Louisiana,22,2016,February,2,4778
Louisiana,22,2016,March,3,5244
Louisiana,22,2016,April,4,4692
Louisiana,22,2016,May,5,4989
Louisiana,22,2016,June,6,5326
